Label,Time,Data,Sentiment
839,12.06am,"“Final destination of everyone is grave, no matter whether you are poor or rich.”",0
840,07.00am,Tears are the summer showers to the soul. ,0
841,09.15pm,Happiness is harmony between men on the course of his life.,1
842,12.34am,"Don’t expect me to tell you what you did wrong. If you can’t figure it out yourself, then you are not ready to correct it,because you did not know it was a mistake.",0
843,06.09am,"For every one minute of anger, sixty seconds of happiness is lost.",0
844,05.30am,"I’m often silent, though I’m screaming at the top of my voice on the inside",0
845,6.15pm,Happiness is not ruined in moments of great catastrophes but a repetition of minute habits.,0
846,2.00am,"You don’t realise how lonely you r until it’s the end of the day and you have a bunch of things to talk about,but no one to Listen !!!",0
847,3.30pm,I hope someday my sadness will be replaced by something beautiful,0
848,06.06pm,It hurts when you have someone in your heart but can’t have in your arms….,0
849,12.03am,It’s better to be alone and be happy than be with someone and be unhappy,0
850,11.11pm,To be happy does not mean that all is perfect. It means that you have chosen to look beyond any imperfections.,1
851,12.06am,"A magic of songs and sound, When you are happy you just listen the song, but when you are sad you understand the song…",0
852,07.00am,"Freedom is by doing what you prefer to do, but happiness is about liking what you have chosen to do.",1
853,09.15pm,A good exercise is to jump for joy!,1
854,12.34am,I know you won’t come back but my heart will take life long time to accept this.,0
855,06.09am,I’m more broken than it shows,0
856,05.30am,"I remember the way u used to look at me … and now, I notice the way u ignore me…",0
857,6.15pm,"Where there is joy, pain melts away.",1
858,2.00am,"Life seems to be running on a road without any shelter, without any sign board & without any destination.",0
859,3.30pm,"Sadness is my only comfort, now that friends are gone",0
860,12.24pm,"To be useful is to be happy, and all else, incidental.",1
861,1.15pm,"All have a basic right to pursue happiness, just grab it as it waits in your path. Or create the happiness you desire.",1
862,8.16am,"I don’t get tired of loving you. I just get tired of waiting, assuming, hearing lies, saying sorry and getting hurt.",0
863,9.45pm,Value the person when they are alive don’t cry for them when they are dead.,0
864,10.45am,Happiness is contagious; sparking it off for one will spread the glow to many.,1
865,2.50pm,Never become a daughter of a house where there’s no mother,0
866,4.55pm,The most painful goodbyes are the ones that never said and never explained.,0
867,5.30am,Behind my smile is everything you’ll never understand.,0
868,1.15pm,I didn’t want to be the one to forget.,0
869,8.16am,Do not postpone happiness. It is not a temporary phase but interwoven with eternal blessings.,1
870,9.45pm,A fake smile is capable of hiding a million tears,0
871,10.45am,"We are in no position to be in control of the world, but we can control our reactions to our life encounters. Choose happiness.",1
872,2.50pm,It’s sad to see people change into something they earlier promised not to change into,0
873,6.30pm,The true cosmetic for beauty is happiness.,1
874,06.09am,Happiness occurs naturally and seldom is a result of circumstances.,1
875,05.30am,A twinge of happiness scatters a mass multitude of grief.,1
876,6.15pm,"The past is gone; the future is not yet here, so we need to embrace the present.",1
877,2.00am,"204 countries, 805 Islands, 7 seas, 7+ Billion people and I’m single!!!",0
878,3.30pm,Sometimes your voice is the medicine to all my diseases.,1
879,12.24pm,Gathering crumbs of happiness which creates a full loaf of contentment.,1
880,1.15pm,"I Say I Don’T Care Anymore, But Truth Is I Care Too Much.",0
881,8.16am,The greatest gift to those who love us is simply being happy.,1
882,9.45pm,Happiness has to be produced to be consumed.,1
883,10.45am,If distance is a solution to reduce complications… I want to maintain this distance for eternity,0
884,2.50pm,A satisfaction overdose leaves you bloated in happiness.,1
885,4.55pm,"Each day is a new beginning, a new chapter to start afresh in a new spark. Forget about what did not happen or focus on what can be.",1
886,5.30am,I preferred walking away than fighting for you not because you were not worth fighting for but because you never asked me to stay…,0
887,1.15pm,It’s always sad when their’s no one to chase away the loneliness I feel inside,0
888,8.16am,"I will never stop caring, but if you decide to push me away, I will go.",0
889,9.45pm,"When you are in a habit to talk someone daily, a day without talking to them feels like a year passed",0
890,9.45pm,Tired of making fake smile,0
891,10.45am,That sad moment when you realize your childhood is over.,0
892,2.50pm,Memories are one of the reasons why we find it difficult to move on,0
893,6.30pm,Raju adores Smitha,1
894,11.11pm,Enjoy the sound of a centered soul in the harmonious bliss of happiness.,1
895,12.06am,Keep smiling… And one day life will become tired of upsetting you,1
896,07.00am,"Unhappiness can either be unwholesome food, severe labor or erring life habits.",1
897,09.15pm,"“Flowers may wilt, tears may dry, but our memories of you will never die...”",0
898,12.34am,The happiest in the world are those who fully love themselves and accept the responsibility of every life aspect.,1
899,06.09am,One obstacle kerbing happiness is expecting too much of it.,1
900,05.30am,Many people miss out on the bliss of happiness as they did not stop to embrace and enjoy it.,1
901,6.15pm,We were known to be a perfect match but sadly matches burn,0
902,2.00am,Behind every flirty boy there is a girl who left him alone with no reasons!!,0
903,3.30pm,Sculpt away misery engraving happiness into your golden flame of life.,1
904,12.24pm,"On the route to happiness, many get detoured in the curved direction.",1
905,1.15pm,"No Matter How Hard I Try, No Matter How Many Relationships I Get Into…. It Will Never Replace The One I Just Lost.",0
906,8.16am,Happiness is a nest of love.,1
907,9.45pm,Sadness is my only friend,0
908,10.45am,"In a state of calmness and serenity, inner peace overwhelms painful outer experiences.",1
909,2.50pm,The root of unhappiness is a futile search for gaining happiness.,1
910,8.55pm,"No matter how much I try, it only gets harder to hide the pains",0
911,9.30am,"Be happy in the present, or happiness will cease.",1
912,10.45pm,"I hate how we went from being strangers, to friends, to close friends, to almost something more, to nothing",0
913,11.30am,What we need to make us happy is to be enthusiastic about an aspiration.,1
914,3.45pm,"If you chase happiness it eludes you, but just like a butterfly, it will rest on your shoulder if you are not pursuing to capture it.",1
915,11.13pm,I don’t think you know what you are doing to me.,0
916,12.37am,"Happiness is not about owning, earning or consuming, it is gratitude, love and grace in a spiritual reality.",1
917,12.12pm,Happiness is not about having a troubled mind or a pain in the body.,1
918,1.13pm,One loses happiness when wishing for more happiness.,1
919,9.08pm,Happiness prevails in the present and revives each new day in its presence.,1
920,1.21am,Being grateful to those that harvest our garden of happiness makes our soul blossom.,1
921,12.30am,I hate being ignored.It’s the worst feeling ever!!!,0
922,3.40pm,Happiness is a choice that is conscious and not an automated response.,1
923,11.36am,Happiness has no attached price tags.,1
924,8.55pm,Bliss comes to those who are not on a chase for it. Chasing it will be a futile and exhausting path.,1
925,9.10pm,A heart filled with joy has more worth than a pocket of coins.,1
926,12.17am,"Never expect things to happen. Its better to feel surprised,than to feel disappointed",0
927,9.30am,Happiness is an ideal of imagination and not reason.,1
928,10.45pm,Hurry! they won the match,1
929,11.30am,"The person who once topped the inbox, now flashes in “people you may know.”.!!",0
930,3.45pm,"You may not always be happy, but can always spread happiness.",1
931,11.13pm,Happiness is ordinary and everyday consciousness without a concentration on the self concern.,1
932,11.36am,To the less fortunate… life is nothing but a tragedy,0
933,7.45am,True happiness is not expensive. if it requires a high price it’s a fake.,1
934,8.55pm,"Most times it’s recommended that you stay alone, nobody can hurt you this way",0
935,11.36am,Happiness is a delicate flower.,1
936,7.45am,Optimism is a magnet of happiness. Staying positive will attract all the best for you.,1
937,8.55pm,Happiness needs to spread its wings and grow into every facet and not enclosed a clung perception of a limited enclosure.,1
938,9.10pm,Another way silence is just another word for my pain,0
939,10.35pm,"It hurts, but it’s OK.I’m already getting used to it",0
940,11.01am,Counting all the blessings is a paramount key to unlock the door of happiness.,1
941,03.12pm,Happiness is the core of wisdom.,1
942,06.06pm,"Never hurt people who love you a lot, because they won’t hurt you back. But they’ll probably have no choice but to leave you forever…",0
943,12.03am,It’s easier to fake a smile than explain the reason for your sadness,0
944,11.11pm,Avoid misery by having sufficient leisure to wonder about your state of happiness.,1
945,12.06am,It’s sad to be happy alone in Life,0
946,07.00am,I don’t understand why I still cry for you when you don’t even think about me,0
947,09.15pm,Happiness is living each day as if it is your first honeymoon day and last vacation day.,1
948,12.34am,"Happiness is not a piece of a lost puzzle, it is self-created.",1
949,06.09am,No temporal happiness is not worth a long term pain,0
950,05.30am,One that is happy will devour enjoyment of the scenery on a detour route.,1
951,6.15pm,Choose to live life as the miracle is in everything around you.,1
952,2.00am,It’s ok if you don’t understand me because sometimes I don’t even understand myself,0
953,3.30pm,Just Feeling empty and sad inside,0
954,12.24pm,Happiness is a joyful feast even if the first course was misery that had to be gulped away.,1
955,1.15pm,"Never cry for anyone in your life, because those you cry for don’t deserve your tears and those who are deserving will never let you cry.",0
956,8.16am,"Without pain, you will not know happiness.",1
957,9.45pm,It’s sad when you realize you aren’t as important to someone as you thought you were..,0
958,10.45am,"“I’m not afraid of death, I just don’t want to be there when it happens.”",0
959,2.50pm,Spending a lifetime anticipating and preparing for a storm will seize moments to lay back and devour the sunshine.,1
960,4.55pm,"Me and She makes best couple, but her dad always create trouble",0
961,5.30am,"You can’t please everybody, just do what you feel good about",0
962,7.45am,Practicing true compassion brings immediate happiness that is long lasting.,1
963,8.55pm,"Moving forward in life isn’t the hard part, it’s leaving behind someone, you thought was meant to move forward with you",0
964,9.30am,"Even If We Can’T Be Together In The End, I Am Still Glad You Were A Part Of My Life.",0
965,10.45pm,Unhappiness is aspiring on a lost cause to get unknown wants.,1
966,11.30am,"The hardest thing to do is watch the person you love, love someone else.",0
967,3.45pm,Happy thoughts are seeds that sow positivity in abundance.,1
968,11.13pm,If I had one single wish… I would go back to the moment we kissed,0
969,12.37am,Happiness is a soul journey.,1
970,12.12pm,Being content is a blessing that is not disguised.,1
971,1.13pm,One of the biggest mistakes I’ve ever made was expecting my happiness from others !!,0
972,9.08pm,We must learn to let go of the life we carefully planned and motion with the life waiting in our pathway.,1
973,1.15pm,Happiness is a form of spiritual and harmonious spring you do not want to stop the feeling.,1
974,8.16am,Tears are the last gift of TRUE LOVE…..,0
975,9.45pm,Seven billion people on this planet and I have 2 friends,0
976,10.45am,"Everybody’s online, except the one I actually want too.",0
977,2.50pm,You are only as miserable as you perceive to be. Misery is created with seeds sprouted in thoughts of negativity.,1
978,4.55pm,Its very eassy to say BUSSY when Someone needs you…But…. Its very hard to hear BUSSY when you need someone !!!,0
979,5.30am,"Some battles have to be fought alone,Some paths have to be crossed alone, so never be emotionally attached with anyone you never know when you have to walk alone.",0
980,7.45am,Sadness is when “last seen at” changes to “Online” & again to “last seen at” without reply,0
981,8.55pm,Happiness is about choice. Most are as happy as they chose to be.,1
982,9.30am,Happiness is the task of the inner soul.,1
983,10.45pm,"The more you show your true feelings, the more people find ways to hurt you.",0
984,11.30am,Sadness does not originate from bad circumstances.It only originates from bad thoughts,0
985,3.45pm,"Happiness clustered is limited, but letting go will expand the preciousness of it.",1
986,11.13pm,"Do not aim to be better than the other person, but aim to better yourself.",1
987,12.37am,It’s amazing how someone break your heart but you still love them with all little broken pieces.,0
988,12.12pm,"Happiness is about your thoughts, messages and actions are in order.",1
989,1.13pm,Be one happy person. This is a true formula to stay happy.,1
990,9.08pm,"Happiness is not a location, it is a direction.",1
991,11.30am,But they all didn’t see the lit bit of sadness in me,0
992,3.45pm,"“It's easier to lie, to hide the hurt and emptiness, to smile instead of cry, to act like it's all a dream and pretend that missing you doesn't hurt.”",0
993,11.13pm,Happiness is not limited in one direction and spreads to all life quarters.,1
994,12.37am,Memories are replays of events stored in the mind which the heart can’t delete,0
995,12.12pm,Valuing the joy and merit of others will lead to happiness.,1
996,1.13pm,"Whether it is anger, frustration, jealousy or joy, they are all universe gifts for our enjoyment or growth.",1
997,9.08pm,Sometimes it’t not the song that makes you emotional… it’s the people and things that come to your mind when you hear it.,0
998,12.03am,Outward beautification needs a soul happiness expression to resonate.,1
999,11.11pm,"I take words very seriously, and it breaks my heart when I find out that people don’t actually mean what they say.",0
1000,,,
